sen,label_decode,label,raw_sen,length
"['1', '9', '9', '8', '年', '6', '月', '-', '1', '9', '9', '9', '年', '6', '月', '，', 'S', 'c', 'a', 'n', 'w', 'e', 'l', 'l', '跨', '国', '公', '司', '，', '会', '计', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 5, 5]",1998年6月-1999年6月，Scanwell跨国公司，会计。,32
"['1', '9', '9', '6', '年', '7', '月', '-', '1', '9', '9', '8', '年', '6', '月', '，', '中', '国', '航', '天', '机', '电', '集', '团', '公', '司', '（', '2', '3', '9', '厂', '）', '，', '电', '算', '化', '组', '组', '长', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 10, 11, 11, 11, 11, 11, 5, 5]",1996年7月-1998年6月，中国航天机电集团公司（239厂），电算化组组长。,40
"['吴', '国', '政', '先', '生', '，', '公', '司', '董', '事', '长', '、', '总', '经', '理', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 14, 15, 10, 11, 11, 5, 10, 11, 11, 5, 5]",吴国政先生，公司董事长、总经理，,16
"['1', '9', '5', '0', '年', '1', '1', '月', '出', '生', '，', '中', '国', '籍', '，', '无', '永', '久', '境', '外', '居', '留', '权', '，', '大', '专', '学', '历', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 5, 5]",1950年11月出生，中国籍，无永久境外居留权，大专学历。,29
"['曾', '任', '洛', '阳', '亚', '宝', '贸', '易', '公', '司', '上', '海', '经', '营', '部', '副', '总', '经', '理', '，', '上', '海', '金', '力', '泰', '百', '货', '商', '行', '总', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5]",曾任洛阳亚宝贸易公司上海经营部副总经理，上海金力泰百货商行总经理。,33
"['现', '任', '金', '力', '泰', '公', '司', '董', '事', '长', '，', '北', '京', '福', '田', '产', '业', '投', '资', '控', '股', '集', '团', '股', '份', '有', '限', '公', '司', '监', '事', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",现任金力泰公司董事长，北京福田产业投资控股集团股份有限公司监事。,32
"['曾', '雪', '琴', '女', '士', '，', '中', '国', '国', '籍', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O']","[5, 3, 4, 4, 5, 5, 5, 6, 7, 7, 7, 5, 5]",曾雪琴女士，中国国籍，,11
"['1', '9', '7', '1', '年', '5', '月', '1', '9', '日', '出', '生', '，', '毕', '业', '于', '乐', '山', '师', '范', '学', '院', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 5, 5]",1971年5月19日出生，毕业于乐山师范学院。,23
"['2', '0', '0', '4', '年', '1', '1', '月', '起', '任', '热', '键', '科', '技', '生', '产', '主', '管', '，', '现', '任', '深', '圳', '雷', '柏', '科', '技', '股', '份', '有', '限', '公', '司', '监', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",2004年11月起任热键科技生产主管，现任深圳雷柏科技股份有限公司监事。,36
"['刘', '志', '军', '，', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",刘志军，男，,6
"['1', '9', '7', '4', '年', '4', '月', '出', '生', '，', '中', '国', '国', '籍', '，', '无', '境', '外', '居', '留', '权', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1974年4月出生，中国国籍，无境外居留权。,22
"['毕', '业', '于', '山', '东', '大', '学', '财', '务', '会', '计', '专', '业', '，', '大', '专', '学', '历', '。']","['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 14, 15, 15, 15, 16, 17, 17, 17, 17, 17, 5, 12, 13, 13, 13, 5, 5]",毕业于山东大学财务会计专业，大专学历。,19
"['1', '9', '9', '3', '年', '起', '就', '职', '于', '烟', '台', '东', '海', '驾', '驶', '培', '训', '有', '限', '责', '任', '公', '司', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1993年起就职于烟台东海驾驶培训有限责任公司。,24
"['2', '0', '0', '7', '年', '4', '月', '至', '今', '就', '职', '于', '公', '司', '报', '运', '物', '流', '部', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 5, 5]",2007年4月至今就职于公司报运物流部。,20
"['烟', '台', '杰', '瑞', '石', '油', '服', '务', '集', '团', '股', '份', '有', '限', '公', '司', '职', '工', '代', '表', '监', '事', '。']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 5, 5]",烟台杰瑞石油服务集团股份有限公司职工代表监事。,23
"['李', '钟', '民', '，', '男', '，', '汉', '族', '，', '中', '共', '党', '员', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-RACE', 'I-RACE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 8, 9, 5, 10, 11, 11, 11, 5, 5]",李钟民，男，汉族，中共党员。,14
"['1', '9', '7', '0', '年', '6', '月', '出', '生', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1970年6月出生；,10
"['1', '9', '7', '7', '年', '9', '月', '至', '1', '9', '8', '2', '年', '7', '月', '就', '读', '于', '昆', '明', '市', '韶', '山', '小', '学', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 5, 5]",1977年9月至1982年7月就读于昆明市韶山小学；,26
"['1', '9', '8', '2', '年', '9', '月', '至', '1', '9', '8', '4', '年', '7', '月', '就', '读', '于', '昆', '明', '市', '第', '3', '2', '中', '学', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1982年9月至1984年7月就读于昆明市第32中学，,27
"['1', '9', '8', '4', '年', '9', '月', '至', '1', '9', '8', '9', '年', '7', '月', '就', '读', '于', '昆', '明', '市', '第', '8', '中', '学', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 5, 5]",1984年9月至1989年7月就读于昆明市第8中学；,26
"['1', '9', '8', '9', '年', '9', '月', '至', '1', '9', '9', '2', '年', '7', '月', '就', '读', '于', '电', '子', '科', '技', '大', '学', '昆', '明', '分', '部', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1989年9月至1992年7月就读于电子科技大学昆明分部；,29
"['1', '9', '9', '2', '年', '6', '月', '至', '1', '9', '9', '6', '年', '1', '0', '月', '在', '云', '南', '省', '机', '电', '技', '术', '研', '究', '所', '工', '地', '区', '性', '作', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5]",1992年6月至1996年10月在云南省机电技术研究所工地区性作；,33
"['1', '9', '9', '6', '年', '1', '0', '月', '至', '2', '0', '0', '0', '年', '1', '0', '月', '在', '云', '南', '省', '技', '术', '进', '步', '开', '发', '投', '资', '公', '司', '工', '作', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5]",1996年10月至2000年10月在云南省技术进步开发投资公司工作；,34
"['2', '0', '0', '0', '年', '1', '0', '月', '至', '今', '在', '云', '南', '省', '国', '有', '资', '产', '经', '营', '有', '限', '责', '任', '公', '司', '工', '作', '，', '现', '任', '云', '南', '省', '国', '有', '资', '产', '经', '营', '有', '限', '责', '任', '公', '司', '董', '事', '会', '办', '公', '室', '主', '任', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 5, 5]",2000年10月至今在云南省国有资产经营有限责任公司工作，现任云南省国有资产经营有限责任公司董事会办公室主任。,55
"['汪', '群', '斌', '先', '生', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",汪群斌先生，,6
"['1', '9', '6', '9', '年', '1', '0', '月', '出', '生', '，']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1969年10月出生，,11
"['1', '9', '9', '1', '年', '7', '月', '获', '得', '复', '旦', '大', '学', '的', '理', '学', '学', '士', '学', '位', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 5, 16, 17, 12, 13, 13, 13, 5, 5]",1991年7月获得复旦大学的理学学士学位。,21
"['上', '海', '复', '星', '医', '药', '(', '集', '团', ')', '股', '份', '有', '限', '公', '司', '非', '执', '行', '董', '事', '。']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",上海复星医药(集团)股份有限公司非执行董事。,22
"['汪', '先', '生', '于', '1', '9', '9', '4', '年', '1', '月', '加', '入', '本', '集', '团', '，', '自', '1', '9', '9', '5', '年', '5', '月', '3', '1', '日', '起', '获', '委', '任', '为', '董', '事', '。']","['I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 5, 5]",汪先生于1994年1月加入本集团，自1995年5月31日起获委任为董事。,36
"['汪', '先', '生', '曾', '于', '1', '9', '9', '5', '年', '至', '2', '0', '0', '7', '年', '期', '间', '担', '任', '本', '公', '司', '之', '董', '事', '兼', '总', '经', '理', '，', '并', '于', '2', '0', '0', '7', '年', '1', '0', '月', '至', '2', '0', '1', '0', '年', '6', '月', '期', '间', '担', '任', '董', '事', '长', '。']","['I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 5, 10, 11, 5, 10, 11, 11, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 5, 5]",汪先生曾于1995年至2007年期间担任本公司之董事兼总经理，并于2007年10月至2010年6月期间担任董事长。,57
"['汪', '先', '生', '现', '为', '联', '交', '所', '上', '市', '公', '司', '复', '星', '国', '际', '有', '限', '公', '司', '（', '股', '份', '代', '号', '：', '0', '0', '6', '5', '6', '）', '执', '行', '董', '事', '及', '总', '裁', '；']","['I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 5, 10, 11, 5, 5]",汪先生现为联交所上市公司复星国际有限公司（股份代号：00656）执行董事及总裁；,40
"['联', '交', '所', '上', '市', '公', '司', '国', '药', '控', '股', '（', '股', '份', '代', '号', '：', '0', '1', '0', '9', '9', '）', '非', '执', '行', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 5, 5]",联交所上市公司国药控股（股份代号：01099）非执行董事；,29
"['上', '证', '所', '上', '市', '公', '司', '羚', '锐', '制', '药', '（', '股', '份', '代', '号', '：', '6', '0', '0', '2', '8', '5', '）', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 5, 5]",上证所上市公司羚锐制药（股份代号：600285）董事；,27
"['复', '地', '集', '团', '（', '于', '2', '0', '1', '1', '年', '5', '月', '自', '联', '交', '所', '摘', '牌', '）', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 5, 5]",复地集团（于2011年5月自联交所摘牌）董事；,23
"['南', '京', '南', '钢', '钢', '铁', '联', '合', '有', '限', '公', '司', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",南京南钢钢铁联合有限公司董事；,15
"['F', 'i', 'd', 'e', 'l', 'i', 'd', 'a', 'd', 'e', '-', 'C', 'o', 'm', 'p', 'a', 'n', 'h', 'i', 'a', 'd', 'e', 'S', 'e', 'g', 'u', 'r', 'o', 's', '，', 'S', '.', 'A', '.', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",Fidelidade-CompanhiadeSeguros，S.A.董事；,37
"['M', 'u', 'l', 't', 'i', 'c', 'a', 'r', 'e', '-', 'S', 'e', 'g', 'u', 'r', 'o', 's', 'd', 'e', 'S', 'a', 'ú', 'd', 'e', '，', 'S', '.', 'A', '.', '董', '事', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",Multicare-SegurosdeSaúde，S.A.董事；,32
